Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
1464,Entry short,2026-05-11 15:15,Short,29382,1,587640,-1365,-0.23,1345,0.23,-1405,-0.24,35895,3.59
1465,Exit long,2026-05-11 20:30,Short,29375.25,1,589005,-1500,-0.25,110,0.02,-1940,-0.33,34395,3.44
1465,Entry long,2026-05-11 18:30,Long,29450.25,1,589005,-1500,-0.25,110,0.02,-1940,-0.33,34395,3.44
1466,Exit short,2026-05-11 22:45,Long,29361.25,1,587505,280,0.05,2965,0.50,-335,-0.06,34675,3.47
1466,Entry short,2026-05-11 20:30,Short,29375.25,1,587505,280,0.05,2965,0.50,-335,-0.06,34675,3.47
1467,Exit long,2026-05-12 01:15,Short,29297,1,587225,-1285,-0.22,55,0.01,-1785,-0.30,33390,3.34
1467,Entry long,2026-05-11 22:45,Long,29361.25,1,587225,-1285,-0.22,55,0.01,-1785,-0.30,33390,3.34
1468,Exit short,2026-05-12 06:00,Long,29238.25,1,585940,1175,0.20,2460,0.42,-35,-0.01,34565,3.46
1468,Entry short,2026-05-12 01:15,Short,29297,1,585940,1175,0.20,2460,0.42,-35,-0.01,34565,3.46
1469,Exit long,2026-05-12 06:45,Short,29207.75,1,584765,-610,-0.10,40,0.01,-1075,-0.18,33955,3.40
1469,Entry long,2026-05-12 06:00,Long,29238.25,1,584765,-610,-0.10,40,0.01,-1075,-0.18,33955,3.40
1470,Exit short,2026-05-12 09:15,Long,29213.25,1,584155,-110,-0.02,1895,0.32,-585,-0.10,33845,3.38
1470,Entry short,2026-05-12 06:45,Short,29207.75,1,584155,-110,-0.02,1895,0.32,-585,-0.10,33845,3.38
1471,Exit long,2026-05-12 10:00,Short,29190.75,1,584265,-450,-0.08,1655,0.28,-2500,-0.43,33395,3.34
1471,Entry long,2026-05-12 09:15,Long,29213.25,1,584265,-450,-0.08,1655,0.28,-2500,-0.43,33395,3.34
1472,Exit short,2026-05-12 13:45,Long,28920.5,1,583815,5405,0.93,8975,1.54,-750,-0.13,38800,3.88
1472,Entry short,2026-05-12 10:00,Short,29190.75,1,583815,5405,0.93,8975,1.54,-750,-0.13,38800,3.88
1473,Exit long,2026-05-12 19:00,Short,29136.75,1,578410,4325,0.75,5355,0.93,-185,-0.03,43125,4.31
1473,Entry long,2026-05-12 13:45,Long,28920.5,1,578410,4325,0.75,5355,0.93,-185,-0.03,43125,4.31
1474,Exit short,2026-05-12 21:00,Long,29183.25,1,582735,-930,-0.16,1625,0.28,-1020,-0.18,42195,4.22
1474,Entry short,2026-05-12 19:00,Short,29136.75,1,582735,-930,-0.16,1625,0.28,-1020,-0.18,42195,4.22
1475,Exit long,2026-05-13 06:45,Short,29384.5,1,583665,4025,0.69,5275,0.90,-360,-0.06,46220,4.62
1475,Entry long,2026-05-12 21:00,Long,29183.25,1,583665,4025,0.69,5275,0.90,-360,-0.06,46220,4.62
1476,Exit short,2026-05-13 11:00,Long,29322.75,1,587690,1235,0.21,6190,1.05,-405,-0.07,47455,4.75
1476,Entry short,2026-05-13 06:45,Short,29384.5,1,587690,1235,0.21,6190,1.05,-405,-0.07,47455,4.75
1477,Exit long,2026-05-13 22:15,Short,29627.5,1,586455,6095,1.04,7405,1.26,-825,-0.14,53550,5.36
1477,Entry long,2026-05-13 11:00,Long,29322.75,1,586455,6095,1.04,7405,1.26,-825,-0.14,53550,5.36
1478,Exit short,2026-05-14 02:30,Long,29632.5,1,592550,-100,-0.02,2270,0.38,-265,-0.04,53450,5.35
1478,Entry short,2026-05-13 22:15,Short,29627.5,1,592550,-100,-0.02,2270,0.38,-265,-0.04,53450,5.35
1479,Exit long,2026-05-14 03:00,Short,29594.75,1,592650,-755,-0.13,20,0.00,-1025,-0.17,52695,5.27
1479,Entry long,2026-05-14 02:30,Long,29632.5,1,592650,-755,-0.13,20,0.00,-1025,-0.17,52695,5.27
1480,Exit short,2026-05-14 08:15,Long,29561,1,591895,675,0.11,2285,0.39,-765,-0.13,53370,5.34
1480,Entry short,2026-05-14 03:00,Short,29594.75,1,591895,675,0.11,2285,0.39,-765,-0.13,53370,5.34
1481,Exit long,2026-05-14 08:45,Short,29494.5,1,591220,-1330,-0.22,75,0.01,-1690,-0.29,52040,5.20
1481,Entry long,2026-05-14 08:15,Long,29561,1,591220,-1330,-0.22,75,0.01,-1690,-0.29,52040,5.20
1482,Exit short,2026-05-14 10:15,Long,29623,1,589890,-2570,-0.44,925,0.16,-3805,-0.65,49470,4.95
1482,Entry short,2026-05-14 08:45,Short,29494.5,1,589890,-2570,-0.44,925,0.16,-3805,-0.65,49470,4.95
1483,Exit long,2026-05-14 13:00,Short,29660,1,592460,740,0.12,3180,0.54,-320,-0.05,50210,5.02
1483,Entry long,2026-05-14 10:15,Long,29623,1,592460,740,0.12,3180,0.54,-320,-0.05,50210,5.02
1484,Exit short,2026-05-14 15:30,Long,29727.25,1,593200,-1345,-0.23,1295,0.22,-1850,-0.31,48865,4.89
1484,Entry short,2026-05-14 13:00,Short,29660,1,593200,-1345,-0.23,1295,0.22,-1850,-0.31,48865,4.89
1485,Exit long,2026-05-14 16:30,Short,29659.25,1,594545,-1360,-0.23,210,0.04,-1870,-0.31,47505,4.75
1485,Entry long,2026-05-14 15:30,Long,29727.25,1,594545,-1360,-0.23,210,0.04,-1870,-0.31,47505,4.75
1486,Exit short,2026-05-14 18:30,Long,29707.75,1,593185,-970,-0.16,35,0.01,-1175,-0.20,46535,4.65
1486,Entry short,2026-05-14 16:30,Short,29659.25,1,593185,-970,-0.16,35,0.01,-1175,-0.20,46535,4.65
1487,Exit long,2026-05-14 21:15,Short,29582.25,1,594155,-2510,-0.42,525,0.09,-2525,-0.42,44025,4.40
1487,Entry long,2026-05-14 18:30,Long,29707.75,1,594155,-2510,-0.42,525,0.09,-2525,-0.42,44025,4.40
1488,Exit short,2026-05-14 23:15,Long,29572.25,1,591645,200,0.03,1770,0.30,-445,-0.08,44225,4.42
1488,Entry short,2026-05-14 21:15,Short,29582.25,1,591645,200,0.03,1770,0.30,-445,-0.08,44225,4.42
1489,Exit long,2026-05-15 00:45,Short,29462.5,1,591445,-2195,-0.37,265,0.04,-2530,-0.43,42030,4.20
1489,Entry long,2026-05-14 23:15,Long,29572.25,1,591445,-2195,-0.37,265,0.04,-2530,-0.43,42030,4.20
1490,Exit short,2026-05-15 03:15,Long,29456,1,589250,130,0.02,4290,0.73,-135,-0.02,42160,4.22
1490,Entry short,2026-05-15 00:45,Short,29462.5,1,589250,130,0.02,4290,0.73,-135,-0.02,42160,4.22
1491,Exit long,2026-05-15 04:15,Long X,29221.25,1,589120,-4695,-0.80,65,0.01,-4695,-0.80,37465,3.75
1491,Entry long,2026-05-15 03:15,Long,29456,1,589120,-4695,-0.80,65,0.01,-4695,-0.80,37465,3.75
1492,Exit short,2026-05-15 06:45,Long,29328.25,1,584560,-2005,-0.34,1020,0.17,-2950,-0.50,35460,3.55
1492,Entry short,2026-05-15 04:15,Short,29228,1,584560,-2005,-0.34,1020,0.17,-2950,-0.50,35460,3.55
1493,Exit long,2026-05-15 08:15,Short,29196.75,1,586565,-2630,-0.45,535,0.09,-3190,-0.54,32830,3.28
1493,Entry long,2026-05-15 06:45,Long,29328.25,1,586565,-2630,-0.45,535,0.09,-3190,-0.54,32830,3.28
1494,Exit short,2026-05-15 10:15,Long,29291.5,1,583935,-1895,-0.32,2140,0.37,-3720,-0.64,30935,3.09
1494,Entry short,2026-05-15 08:15,Short,29196.75,1,583935,-1895,-0.32,2140,0.37,-3720,-0.64,30935,3.09
1495,Exit long,2026-05-15 11:45,Short,29281.25,1,585830,-205,-0.03,1810,0.31,-1590,-0.27,30730,3.07
1495,Entry long,2026-05-15 10:15,Long,29291.5,1,585830,-205,-0.03,1810,0.31,-1590,-0.27,30730,3.07
1496,Exit short,2026-05-15 12:30,Long,29345.25,1,585625,-1280,-0.22,595,0.10,-1335,-0.23,29450,2.95
1496,Entry short,2026-05-15 11:45,Short,29281.25,1,585625,-1280,-0.22,595,0.10,-1335,-0.23,29450,2.95
1497,Exit long,2026-05-15 15:00,Short,29322,1,586905,-465,-0.08,2830,0.48,-1310,-0.22,28985,2.90
1497,Entry long,2026-05-15 12:30,Long,29345.25,1,586905,-465,-0.08,2830,0.48,-1310,-0.22,28985,2.90
1498,Exit short,2026-05-17 18:30,Long,29262.75,1,586440,1185,0.20,4240,0.72,-365,-0.06,30170,3.02
1498,Entry short,2026-05-15 15:00,Short,29322,1,586440,1185,0.20,4240,0.72,-365,-0.06,30170,3.02
1499,Exit long,2026-05-17 19:15,Short,29140,1,585255,-2455,-0.42,105,0.02,-2715,-0.46,27715,2.77
1499,Entry long,2026-05-17 18:30,Long,29262.75,1,585255,-2455,-0.42,105,0.02,-2715,-0.46,27715,2.77
1500,Exit short,2026-05-17 22:15,Long,29090,1,582800,1000,0.17,4280,0.73,-500,-0.09,28715,2.87
1500,Entry short,2026-05-17 19:15,Short,29140,1,582800,1000,0.17,4280,0.73,-500,-0.09,28715,2.87
1501,Exit long,2026-05-17 23:00,Short,29018.25,1,581800,-1435,-0.25,55,0.01,-1870,-0.32,27280,2.73
1501,Entry long,2026-05-17 22:15,Long,29090,1,581800,-1435,-0.25,55,0.01,-1870,-0.32,27280,2.73
1502,Exit short,2026-05-17 23:30,Long,29064,1,580365,-915,-0.16,290,0.05,-1060,-0.18,26365,2.64
1502,Entry short,2026-05-17 23:00,Short,29018.25,1,580365,-915,-0.16,290,0.05,-1060,-0.18,26365,2.64
1503,Exit long,2026-05-18 06:15,Short,29134.5,1,581280,1410,0.24,3705,0.64,-1470,-0.25,27775,2.78
1503,Entry long,2026-05-17 23:30,Long,29064,1,581280,1410,0.24,3705,0.64,-1470,-0.25,27775,2.78
1504,Exit short,2026-05-18 08:15,Long,29201.5,1,582690,-1340,-0.23,1650,0.28,-2795,-0.48,26435,2.64
1504,Entry short,2026-05-18 06:15,Short,29134.5,1,582690,-1340,-0.23,1650,0.28,-2795,-0.48,26435,2.64
1505,Exit long,2026-05-18 10:15,Short,29153.25,1,584030,-965,-0.17,4365,0.75,-1450,-0.25,25470,2.55
1505,Entry long,2026-05-18 08:15,Long,29201.5,1,584030,-965,-0.17,4365,0.75,-1450,-0.25,25470,2.55
1506,Exit short,2026-05-18 13:30,Long,29011.25,1,583065,2840,0.49,6215,1.07,-450,-0.08,28310,2.83
1506,Entry short,2026-05-18 10:15,Short,29153.25,1,583065,2840,0.49,6215,1.07,-450,-0.08,28310,2.83
1507,Exit long,2026-05-18 14:15,Short,28892.5,1,580225,-2375,-0.41,235,0.04,-3530,-0.61,25935,2.59
1507,Entry long,2026-05-18 13:30,Long,29011.25,1,580225,-2375,-0.41,235,0.04,-3530,-0.61,25935,2.59
1508,Exit short,2026-05-18 15:45,Long,29098.75,1,577850,-4125,-0.71,1555,0.27,-4430,-0.77,21810,2.18
1508,Entry short,2026-05-18 14:15,Short,28892.5,1,577850,-4125,-0.71,1555,0.27,-4430,-0.77,21810,2.18
1509,Exit long,2026-05-18 19:45,Short,29134.75,1,581975,720,0.12,1725,0.30,-605,-0.10,22530,2.25
1509,Entry long,2026-05-18 15:45,Long,29098.75,1,581975,720,0.12,1725,0.30,-605,-0.10,22530,2.25
1510,Exit short,2026-05-19 02:45,Long,29020.5,1,582695,2285,0.39,4995,0.86,-1075,-0.18,24815,2.48
1510,Entry short,2026-05-18 19:45,Short,29134.75,1,582695,2285,0.39,4995,0.86,-1075,-0.18,24815,2.48
1511,Exit long,2026-05-19 04:45,Short,29005.75,1,580410,-295,-0.05,2095,0.36,-935,-0.16,24520,2.45
1511,Entry long,2026-05-19 02:45,Long,29020.5,1,580410,-295,-0.05,2095,0.36,-935,-0.16,24520,2.45
1512,Exit short,2026-05-19 12:15,Long,28910.75,1,580115,1900,0.33,6855,1.18,-1245,-0.21,26420,2.64
1512,Entry short,2026-05-19 04:45,Short,29005.75,1,580115,1900,0.33,6855,1.18,-1245,-0.21,26420,2.64
1513,Exit long,2026-05-19 16:00,Short,28923,1,578215,245,0.04,4315,0.75,-875,-0.15,26665,2.67
1513,Entry long,2026-05-19 12:15,Long,28910.75,1,578215,245,0.04,4315,0.75,-875,-0.15,26665,2.67
1514,Exit short,2026-05-19 19:00,Long,28945,1,578460,-440,-0.08,1195,0.21,-670,-0.12,26225,2.62
1514,Entry short,2026-05-19 16:00,Short,28923,1,578460,-440,-0.08,1195,0.21,-670,-0.12,26225,2.62
1515,Exit long,2026-05-19 23:15,Short,28882.25,1,578900,-1255,-0.22,1585,0.27,-2955,-0.51,24970,2.50
1515,Entry long,2026-05-19 19:00,Long,28945,1,578900,-1255,-0.22,1585,0.27,-2955,-0.51,24970,2.50
1516,Exit short,2026-05-19 23:45,Long,28895.5,1,577645,-265,-0.05,480,0.08,-635,-0.11,24705,2.47
1516,Entry short,2026-05-19 23:15,Short,28882.25,1,577645,-265,-0.05,480,0.08,-635,-0.11,24705,2.47
1517,Exit long,2026-05-20 18:30,Short,29183.75,1,577910,5765,1.00,10040,1.74,-500,-0.09,30470,3.05
1517,Entry long,2026-05-19 23:45,Long,28895.5,1,577910,5765,1.00,10040,1.74,-500,-0.09,30470,3.05
1518,Exit short,2026-05-20 20:00,Long,29208.5,1,583675,-495,-0.08,440,0.08,-825,-0.14,29975,3.00
1518,Entry short,2026-05-20 18:30,Short,29183.75,1,583675,-495,-0.08,440,0.08,-825,-0.14,29975,3.00
1519,Exit long,2026-05-21 02:00,Short,29364.25,1,584170,3115,0.53,4625,0.79,-730,-0.12,33090,3.31
1519,Entry long,2026-05-20 20:00,Long,29208.5,1,584170,3115,0.53,4625,0.79,-730,-0.12,33090,3.31
1520,Exit short,2026-05-21 04:30,Long,29385.25,1,587285,-420,-0.07,3285,0.56,-2005,-0.34,32670,3.27
1520,Entry short,2026-05-21 02:00,Short,29364.25,1,587285,-420,-0.07,3285,0.56,-2005,-0.34,32670,3.27
1521,Exit long,2026-05-21 05:45,Short,29380.25,1,587705,-100,-0.02,890,0.15,-720,-0.12,32570,3.26
1521,Entry long,2026-05-21 04:30,Long,29385.25,1,587705,-100,-0.02,890,0.15,-720,-0.12,32570,3.26
1522,Exit short,2026-05-21 11:15,Long,29234.75,1,587605,2910,0.50,5065,0.86,-255,-0.04,35480,3.55
1522,Entry short,2026-05-21 05:45,Short,29380.25,1,587605,2910,0.50,5065,0.86,-255,-0.04,35480,3.55
1523,Exit long,2026-05-21 22:00,Short,29532.25,1,584695,5950,1.02,7375,1.26,-1185,-0.20,41430,4.14
1523,Entry long,2026-05-21 11:15,Long,29234.75,1,584695,5950,1.02,7375,1.26,-1185,-0.20,41430,4.14
1524,Exit short,2026-05-21 22:45,Long,29549.75,1,590645,-350,-0.06,560,0.09,-490,-0.08,41080,4.11
1524,Entry short,2026-05-21 22:00,Short,29532.25,1,590645,-350,-0.06,560,0.09,-490,-0.08,41080,4.11
1525,Exit long,2026-05-22 02:15,Short,29562,1,590995,245,0.04,1130,0.19,-440,-0.07,41325,4.13
1525,Entry long,2026-05-21 22:45,Long,29549.75,1,590995,245,0.04,1130,0.19,-440,-0.07,41325,4.13
1526,Exit short,2026-05-22 04:30,Long,29597.75,1,591240,-715,-0.12,665,0.11,-2065,-0.35,40610,4.06
1526,Entry short,2026-05-22 02:15,Short,29562,1,591240,-715,-0.12,665,0.11,-2065,-0.35,40610,4.06
1527,Exit long,2026-05-22 05:00,Short,29508,1,591955,-1795,-0.30,405,0.07,-1850,-0.31,38815,3.88
1527,Entry long,2026-05-22 04:30,Long,29597.75,1,591955,-1795,-0.30,405,0.07,-1850,-0.31,38815,3.88
1528,Exit short,2026-05-22 07:30,Long,29499,1,590160,180,0.03,1440,0.24,-835,-0.14,38995,3.90
1528,Entry short,2026-05-22 05:00,Short,29508,1,590160,180,0.03,1440,0.24,-835,-0.14,38995,3.90
1529,Exit long,2026-05-22 12:45,Short,29671.5,1,589980,3450,0.58,4330,0.73,-175,-0.03,42445,4.24
1529,Entry long,2026-05-22 07:30,Long,29499,1,589980,3450,0.58,4330,0.73,-175,-0.03,42445,4.24
1530,Exit short,2026-05-22 13:15,Long,29736.75,1,593430,-1305,-0.22,530,0.09,-1315,-0.22,41140,4.11
1530,Entry short,2026-05-22 12:45,Short,29671.5,1,593430,-1305,-0.22,530,0.09,-1315,-0.22,41140,4.11
1531,Exit long,2026-05-22 14:00,Short,29664.5,1,594735,-1445,-0.24,245,0.04,-1815,-0.31,39695,3.97
1531,Entry long,2026-05-22 13:15,Long,29736.75,1,594735,-1445,-0.24,245,0.04,-1815,-0.31,39695,3.97
1532,Exit short,2026-05-24 18:30,Long,29804.25,1,593290,-2795,-0.47,3245,0.55,-2880,-0.49,36900,3.69
1532,Entry short,2026-05-22 14:00,Short,29664.5,1,593290,-2795,-0.47,3245,0.55,-2880,-0.49,36900,3.69
1533,Exit long,2026-05-24 22:30,Short,29915.75,1,596085,2230,0.37,2895,0.49,-30,-0.01,39130,3.91
1533,Entry long,2026-05-24 18:30,Long,29804.25,1,596085,2230,0.37,2895,0.49,-30,-0.01,39130,3.91
1534,Exit short,2026-05-24 23:00,Long,29965.25,1,598315,-990,-0.17,0,0.00,-1445,-0.24,38140,3.81
1534,Entry short,2026-05-24 22:30,Short,29915.75,1,598315,-990,-0.17,0,0.00,-1445,-0.24,38140,3.81
1535,Exit long,2026-05-25 02:00,Short,29970.75,1,599305,110,0.02,595,0.10,-195,-0.03,38250,3.83
1535,Entry long,2026-05-24 23:00,Long,29965.25,1,599305,110,0.02,595,0.10,-195,-0.03,38250,3.83
1536,Exit short,2026-05-25 05:15,Long,29962.75,1,599415,160,0.03,1625,0.27,-340,-0.06,38410,3.84
1536,Entry short,2026-05-25 02:00,Short,29970.75,1,599415,160,0.03,1625,0.27,-340,-0.06,38410,3.84
1537,Exit long,2026-05-25 08:30,Short,29953.25,1,599255,-190,-0.03,545,0.09,-315,-0.05,38220,3.82
1537,Entry long,2026-05-25 05:15,Long,29962.75,1,599255,-190,-0.03,545,0.09,-315,-0.05,38220,3.82
1538,Exit short,2026-05-25 22:30,Long,29809,1,599065,2885,0.48,3660,0.61,-810,-0.14,41105,4.11
1538,Entry short,2026-05-25 08:30,Short,29953.25,1,599065,2885,0.48,3660,0.61,-810,-0.14,41105,4.11
1539,Exit long,2026-05-26 01:00,Short,29805.25,1,596180,-75,-0.01,400,0.07,-530,-0.09,41030,4.10
1539,Entry long,2026-05-25 22:30,Long,29809,1,596180,-75,-0.01,400,0.07,-530,-0.09,41030,4.10
1540,Exit short,2026-05-26 02:45,Long,29826.25,1,596105,-420,-0.07,230,0.04,-800,-0.13,40610,4.06
1540,Entry short,2026-05-26 01:00,Short,29805.25,1,596105,-420,-0.07,230,0.04,-800,-0.13,40610,4.06
1541,Exit long,2026-05-26 03:15,Short,29771.5,1,596525,-1095,-0.18,75,0.01,-1325,-0.22,39515,3.95
1541,Entry long,2026-05-26 02:45,Long,29826.25,1,596525,-1095,-0.18,75,0.01,-1325,-0.22,39515,3.95
1542,Exit short,2026-05-26 05:00,Long,29809.25,1,595430,-755,-0.13,550,0.09,-1040,-0.17,38760,3.88
1542,Entry short,2026-05-26 03:15,Short,29771.5,1,595430,-755,-0.13,550,0.09,-1040,-0.17,38760,3.88
1543,Exit long,2026-05-26 11:45,Short,29927.25,1,596185,2360,0.40,6190,1.04,-85,-0.01,41120,4.11
1543,Entry long,2026-05-26 05:00,Long,29809.25,1,596185,2360,0.40,6190,1.04,-85,-0.01,41120,4.11
1544,Exit short,2026-05-26 14:15,Long,30046,1,598545,-2375,-0.40,110,0.02,-2540,-0.42,38745,3.87
1544,Entry short,2026-05-26 11:45,Short,29927.25,1,598545,-2375,-0.40,110,0.02,-2540,-0.42,38745,3.87
1545,Exit long,2026-05-26 16:45,Short,30044.25,1,600920,-35,-0.01,1320,0.22,-805,-0.13,38710,3.87
1545,Entry long,2026-05-26 14:15,Long,30046,1,600920,-35,-0.01,1320,0.22,-805,-0.13,38710,3.87
1546,Exit short,2026-05-26 19:30,Long,30092.5,1,600885,-965,-0.16,315,0.05,-975,-0.16,37745,3.77
1546,Entry short,2026-05-26 16:45,Short,30044.25,1,600885,-965,-0.16,315,0.05,-975,-0.16,37745,3.77
1547,Exit long,2026-05-26 23:30,Short,30122,1,601850,590,0.10,1335,0.22,-430,-0.07,38335,3.83
1547,Entry long,2026-05-26 19:30,Long,30092.5,1,601850,590,0.10,1335,0.22,-430,-0.07,38335,3.83
1548,Exit short,2026-05-27 03:45,Long,30140.25,1,602440,-365,-0.06,1325,0.22,-440,-0.07,37970,3.80
1548,Entry short,2026-05-26 23:30,Short,30122,1,602440,-365,-0.06,1325,0.22,-440,-0.07,37970,3.80
1549,Exit long,2026-05-27 09:30,Long X,29977.25,1,602805,-3260,-0.54,4775,0.79,-3260,-0.54,34710,3.47
1549,Entry long,2026-05-27 03:45,Long,30140.25,1,602805,-3260,-0.54,4775,0.79,-3260,-0.54,34710,3.47
1550,Exit short,2026-05-27 12:30,Long,30030,1,599635,-965,-0.16,2085,0.35,-2350,-0.39,33745,3.37
1550,Entry short,2026-05-27 09:30,Short,29981.75,1,599635,-965,-0.16,2085,0.35,-2350,-0.39,33745,3.37
1551,Exit long,2026-05-27 18:30,Short,30044.75,1,600600,295,0.05,2125,0.35,-2705,-0.45,34040,3.40
1551,Entry long,2026-05-27 12:30,Long,30030,1,600600,295,0.05,2125,0.35,-2705,-0.45,34040,3.40
1552,Exit short,2026-05-27 21:15,Long,30058.25,1,600895,-270,-0.04,1630,0.27,-905,-0.15,33770,3.38
1552,Entry short,2026-05-27 18:30,Short,30044.75,1,600895,-270,-0.04,1630,0.27,-905,-0.15,33770,3.38
1553,Exit long,2026-05-27 22:15,Short,30002.5,1,601165,-1115,-0.19,425,0.07,-1135,-0.19,32655,3.27
1553,Entry long,2026-05-27 21:15,Long,30058.25,1,601165,-1115,-0.19,425,0.07,-1135,-0.19,32655,3.27
1554,Exit short,2026-05-28 01:45,Long,29905,1,600050,1950,0.32,4790,0.80,-255,-0.04,34605,3.46
1554,Entry short,2026-05-27 22:15,Short,30002.5,1,600050,1950,0.32,4790,0.80,-255,-0.04,34605,3.46
1555,Exit long,2026-05-28 06:45,Short,29885,1,598100,-400,-0.07,1860,0.31,-830,-0.14,34205,3.42
1555,Entry long,2026-05-28 01:45,Long,29905,1,598100,-400,-0.07,1860,0.31,-830,-0.14,34205,3.42
1556,Exit short,2026-05-28 07:45,Long,29924,1,597700,-780,-0.13,275,0.05,-1100,-0.18,33425,3.34
1556,Entry short,2026-05-28 06:45,Short,29885,1,597700,-780,-0.13,275,0.05,-1100,-0.18,33425,3.34
1557,Exit long,2026-05-28 14:30,Short,30300.5,1,598480,7530,1.26,8410,1.41,-75,-0.01,40955,4.10
1557,Entry long,2026-05-28 07:45,Long,29924,1,598480,7530,1.26,8410,1.41,-75,-0.01,40955,4.10
1558,Exit short,2026-05-28 19:15,Long,30318.25,1,606010,-355,-0.06,525,0.09,-1230,-0.20,40600,4.06
1558,Entry short,2026-05-28 14:30,Short,30300.5,1,606010,-355,-0.06,525,0.09,-1230,-0.20,40600,4.06
1559,Exit long,2026-05-28 20:00,Short,30282.75,1,606365,-710,-0.12,0,0.00,-920,-0.15,39890,3.99
1559,Entry long,2026-05-28 19:15,Long,30318.25,1,606365,-710,-0.12,0,0.00,-920,-0.15,39890,3.99
1560,Exit short,2026-05-28 23:45,Long,30260.5,1,605655,445,0.07,1325,0.22,-380,-0.06,40335,4.03
1560,Entry short,2026-05-28 20:00,Short,30282.75,1,605655,445,0.07,1325,0.22,-380,-0.06,40335,4.03
1561,Exit long,2026-05-29 03:45,Short,30300.5,1,605210,800,0.13,1800,0.30,-10,0.00,41135,4.11
1561,Entry long,2026-05-28 23:45,Long,30260.5,1,605210,800,0.13,1800,0.30,-10,0.00,41135,4.11
1562,Exit short,2026-05-29 04:15,Long,30313,1,606010,-250,-0.04,270,0.04,-360,-0.06,40885,4.09
1562,Entry short,2026-05-29 03:45,Short,30300.5,1,606010,-250,-0.04,270,0.04,-360,-0.06,40885,4.09
1563,Exit long,2026-05-29 06:15,Short,30329.25,1,606260,325,0.05,1125,0.19,-470,-0.08,41210,4.12
1563,Entry long,2026-05-29 04:15,Long,30313,1,606260,325,0.05,1125,0.19,-470,-0.08,41210,4.12
1564,Exit short,2026-05-29 06:45,Long,30340.5,1,606585,-225,-0.04,145,0.02,-415,-0.07,40985,4.10
1564,Entry short,2026-05-29 06:15,Short,30329.25,1,606585,-225,-0.04,145,0.02,-415,-0.07,40985,4.10
1565,Exit long,2026-05-29 08:15,Short,30326.75,1,606810,-275,-0.05,635,0.10,-835,-0.14,40710,4.07
1565,Entry long,2026-05-29 06:45,Long,30340.5,1,606810,-275,-0.05,635,0.10,-835,-0.14,40710,4.07
1566,Exit short,2026-05-29 09:00,Long,30344.5,1,606535,-355,-0.06,595,0.10,-740,-0.12,40355,4.04
1566,Entry short,2026-05-29 08:15,Short,30326.75,1,606535,-355,-0.06,595,0.10,-740,-0.12,40355,4.04
1567,Exit long,2026-05-29 13:30,Short,30347.5,1,606890,60,0.01,3830,0.63,-1490,-0.25,40415,4.04
1567,Entry long,2026-05-29 09:00,Long,30344.5,1,606890,60,0.01,3830,0.63,-1490,-0.25,40415,4.04
1568,Exit short,2026-05-29 14:30,Long,30384.75,1,606950,-745,-0.12,1130,0.19,-1095,-0.18,39670,3.97
1568,Entry short,2026-05-29 13:30,Short,30347.5,1,606950,-745,-0.12,1130,0.19,-1095,-0.18,39670,3.97
1569,Exit long,2026-06-01 03:45,Short,30510,1,607695,2505,0.41,4210,0.69,-1390,-0.23,42175,4.22
1569,Entry long,2026-05-29 14:30,Long,30384.75,1,607695,2505,0.41,4210,0.69,-1390,-0.23,42175,4.22
1570,Exit short,2026-06-01 06:45,Long,30494,1,610200,320,0.05,1325,0.22,-130,-0.02,42495,4.25
1570,Entry short,2026-06-01 03:45,Short,30510,1,610200,320,0.05,1325,0.22,-130,-0.02,42495,4.25
1571,Exit long,2026-06-01 07:15,Short,30461.25,1,609880,-655,-0.11,65,0.01,-840,-0.14,41840,4.18
1571,Entry long,2026-06-01 06:45,Long,30494,1,609880,-655,-0.11,65,0.01,-840,-0.14,41840,4.18
1572,Exit short,2026-06-01 11:00,Long,30446,1,609225,305,0.05,3395,0.56,-820,-0.13,42145,4.21
1572,Entry short,2026-06-01 07:15,Short,30461.25,1,609225,305,0.05,3395,0.56,-820,-0.13,42145,4.21
1573,Exit long,2026-06-01 15:30,Short,30588.5,1,608920,2850,0.47,4940,0.81,-25,0.00,44995,4.50
1573,Entry long,2026-06-01 11:00,Long,30446,1,608920,2850,0.47,4940,0.81,-25,0.00,44995,4.50
1574,Exit short,2026-06-01 19:45,Long,30469.25,1,611770,2385,0.39,3150,0.51,-140,-0.02,47380,4.74
1574,Entry short,2026-06-01 15:30,Short,30588.5,1,611770,2385,0.39,3150,0.51,-140,-0.02,47380,4.74
1575,Exit long,2026-06-01 20:15,Short,30402.75,1,609385,-1330,-0.22,20,0.00,-1830,-0.30,46050,4.61
1575,Entry long,2026-06-01 19:45,Long,30469.25,1,609385,-1330,-0.22,20,0.00,-1830,-0.30,46050,4.61
1576,Exit short,2026-06-01 22:30,Long,30375.25,1,608055,550,0.09,1620,0.27,-390,-0.06,46600,4.66
1576,Entry short,2026-06-01 20:15,Short,30402.75,1,608055,550,0.09,1620,0.27,-390,-0.06,46600,4.66
1577,Exit long,2026-06-02 06:45,Short,30529.25,1,607505,3080,0.51,4215,0.69,-1150,-0.19,49680,4.97
