Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
1127,Entry long,2001-08-16 14:00,Long,1558.5,1,31170,600,1.92,730,2.34,-50,-0.16,21665,43.33
1128,Exit short,2001-08-16 22:45,Long,1588.5,1,31770,0,0.00,90,0.28,0,0.00,21665,43.33
1128,Entry short,2001-08-16 18:45,Short,1588.5,1,31770,0,0.00,90,0.28,0,0.00,21665,43.33
1129,Exit long,2001-08-17 04:00,Short,1579.5,1,31770,-180,-0.57,70,0.22,-190,-0.60,21485,42.97
1129,Entry long,2001-08-16 22:45,Long,1588.5,1,31770,-180,-0.57,70,0.22,-190,-0.60,21485,42.97
1130,Exit short,2001-08-19 19:30,Long,1520.5,1,31590,1180,3.74,1290,4.08,-10,-0.03,22665,45.33
1130,Entry short,2001-08-17 04:00,Short,1579.5,1,31590,1180,3.74,1290,4.08,-10,-0.03,22665,45.33
1131,Exit long,2001-08-19 20:15,Short,1516.5,1,30410,-80,-0.26,20,0.07,-130,-0.43,22585,45.17
1131,Entry long,2001-08-19 19:30,Long,1520.5,1,30410,-80,-0.26,20,0.07,-130,-0.43,22585,45.17
1132,Exit short,2001-08-20 03:15,Short X,1524.25,1,30330,-155,-0.51,20,0.07,-155,-0.51,22430,44.86
1132,Entry short,2001-08-19 20:15,Short,1516.5,1,30330,-155,-0.51,20,0.07,-155,-0.51,22430,44.86
1133,Exit long,2001-08-20 04:30,Short,1521,1,30540,-120,-0.39,40,0.13,-120,-0.39,22310,44.62
1133,Entry long,2001-08-20 03:45,Long,1527,1,30540,-120,-0.39,40,0.13,-120,-0.39,22310,44.62
1134,Exit short,2001-08-20 07:15,Long,1531,1,30420,-200,-0.66,160,0.53,-210,-0.69,22110,44.22
1134,Entry short,2001-08-20 04:30,Short,1521,1,30420,-200,-0.66,160,0.53,-210,-0.69,22110,44.22
1135,Exit long,2001-08-20 09:30,Short,1521,1,30620,-200,-0.65,10,0.03,-230,-0.75,21910,43.82
1135,Entry long,2001-08-20 07:15,Long,1531,1,30620,-200,-0.65,10,0.03,-230,-0.75,21910,43.82
1136,Exit short,2001-08-20 11:00,Long,1535.5,1,30420,-290,-0.95,190,0.62,-440,-1.45,21620,43.24
1136,Entry short,2001-08-20 09:30,Short,1521,1,30420,-290,-0.95,190,0.62,-440,-1.45,21620,43.24
1137,Exit long,2001-08-20 12:30,Short,1528,1,30710,-150,-0.49,120,0.39,-180,-0.59,21470,42.94
1137,Entry long,2001-08-20 11:00,Long,1535.5,1,30710,-150,-0.49,120,0.39,-180,-0.59,21470,42.94
1138,Exit short,2001-08-20 14:15,Long,1532.5,1,30560,-90,-0.29,140,0.46,-140,-0.46,21380,42.76
1138,Entry short,2001-08-20 12:30,Short,1528,1,30560,-90,-0.29,140,0.46,-140,-0.46,21380,42.76
1139,Exit long,2001-08-20 18:45,Short,1541.5,1,30650,180,0.59,250,0.82,-130,-0.42,21560,43.12
1139,Entry long,2001-08-20 14:15,Long,1532.5,1,30650,180,0.59,250,0.82,-130,-0.42,21560,43.12
1140,Exit short,2001-08-20 20:45,Long,1545,1,30830,-70,-0.23,10,0.03,-70,-0.23,21490,42.98
1140,Entry short,2001-08-20 18:45,Short,1541.5,1,30830,-70,-0.23,10,0.03,-70,-0.23,21490,42.98
1141,Exit long,2001-08-20 22:15,Short,1542,1,30900,-60,-0.19,10,0.03,-80,-0.26,21430,42.86
1141,Entry long,2001-08-20 20:45,Long,1545,1,30900,-60,-0.19,10,0.03,-80,-0.26,21430,42.86
1142,Exit short,2001-08-21 01:00,Long,1544,1,30840,-40,-0.13,10,0.03,-40,-0.13,21390,42.78
1142,Entry short,2001-08-20 22:15,Short,1542,1,30840,-40,-0.13,10,0.03,-40,-0.13,21390,42.78
1143,Exit long,2001-08-21 04:15,Short,1541.5,1,30880,-50,-0.16,60,0.19,-50,-0.16,21340,42.68
1143,Entry long,2001-08-21 01:00,Long,1544,1,30880,-50,-0.16,60,0.19,-50,-0.16,21340,42.68
1144,Exit short,2001-08-21 06:15,Long,1545,1,30830,-70,-0.23,40,0.13,-110,-0.36,21270,42.54
1144,Entry short,2001-08-21 04:15,Short,1541.5,1,30830,-70,-0.23,40,0.13,-110,-0.36,21270,42.54
1145,Exit long,2001-08-21 08:15,Short,1542,1,30900,-60,-0.19,100,0.32,-160,-0.52,21210,42.42
1145,Entry long,2001-08-21 06:15,Long,1545,1,30900,-60,-0.19,100,0.32,-160,-0.52,21210,42.42
1146,Exit short,2001-08-21 08:45,Long,1545.5,1,30840,-70,-0.23,30,0.10,-70,-0.23,21140,42.28
1146,Entry short,2001-08-21 08:15,Short,1542,1,30840,-70,-0.23,30,0.10,-70,-0.23,21140,42.28
1147,Exit long,2001-08-21 09:15,Short,1542,1,30910,-70,-0.23,0,0.00,-90,-0.29,21070,42.14
1147,Entry long,2001-08-21 08:45,Long,1545.5,1,30910,-70,-0.23,0,0.00,-90,-0.29,21070,42.14
1148,Exit short,2001-08-21 10:00,Long,1549,1,30840,-140,-0.45,80,0.26,-150,-0.49,20930,41.86
1148,Entry short,2001-08-21 09:15,Short,1542,1,30840,-140,-0.45,80,0.26,-150,-0.49,20930,41.86
1149,Exit long,2001-08-21 10:45,Short,1545,1,30980,-80,-0.26,30,0.10,-140,-0.45,20850,41.70
1149,Entry long,2001-08-21 10:00,Long,1549,1,30980,-80,-0.26,30,0.10,-140,-0.45,20850,41.70
1150,Exit short,2001-08-21 11:30,Long,1549.5,1,30900,-90,-0.29,20,0.06,-160,-0.52,20760,41.52
1150,Entry short,2001-08-21 10:45,Short,1545,1,30900,-90,-0.29,20,0.06,-160,-0.52,20760,41.52
1151,Exit long,2001-08-21 14:30,Long X,1528.25,1,30990,-425,-1.37,130,0.42,-425,-1.37,20335,40.67
1151,Entry long,2001-08-21 11:30,Long,1549.5,1,30990,-425,-1.37,130,0.42,-425,-1.37,20335,40.67
1152,Exit short,2001-08-21 18:30,Long,1480,1,30490,890,2.92,1030,3.38,-10,-0.03,21225,42.45
1152,Entry short,2001-08-21 14:45,Short,1524.5,1,30490,890,2.92,1030,3.38,-10,-0.03,21225,42.45
1153,Exit long,2001-08-22 01:30,Short,1484.5,1,29600,90,0.30,170,0.57,0,0.00,21315,42.63
1153,Entry long,2001-08-21 18:30,Long,1480,1,29600,90,0.30,170,0.57,0,0.00,21315,42.63
1154,Exit short,2001-08-22 02:45,Short X,1496.25,1,29690,-235,-0.79,10,0.03,-235,-0.79,21080,42.16
1154,Entry short,2001-08-22 01:30,Short,1484.5,1,29690,-235,-0.79,10,0.03,-235,-0.79,21080,42.16
1155,Exit long,2001-08-22 06:30,Short,1499.5,1,30080,-90,-0.30,0,0.00,-130,-0.43,20990,41.98
1155,Entry long,2001-08-22 05:30,Long,1504,1,30080,-90,-0.30,0,0.00,-130,-0.43,20990,41.98
1156,Exit short,2001-08-22 08:45,Long,1507.5,1,29990,-160,-0.53,80,0.27,-180,-0.60,20830,41.66
1156,Entry short,2001-08-22 06:30,Short,1499.5,1,29990,-160,-0.53,80,0.27,-180,-0.60,20830,41.66
1157,Exit long,2001-08-22 10:15,Long X,1484.75,1,30150,-455,-1.51,40,0.13,-455,-1.51,20375,40.75
1157,Entry long,2001-08-22 08:45,Long,1507.5,1,30150,-455,-1.51,40,0.13,-455,-1.51,20375,40.75
1158,Exit short,2001-08-22 12:15,Long,1493.5,1,29800,-70,-0.23,380,1.28,-150,-0.50,20305,40.61
1158,Entry short,2001-08-22 10:15,Short,1490,1,29800,-70,-0.23,380,1.28,-150,-0.50,20305,40.61
1159,Exit long,2001-08-22 13:45,Short,1476,1,29870,-350,-1.17,90,0.30,-360,-1.21,19955,39.91
1159,Entry long,2001-08-22 12:15,Long,1493.5,1,29870,-350,-1.17,90,0.30,-360,-1.21,19955,39.91
1160,Exit short,2001-08-22 14:15,Long,1493,1,29520,-340,-1.15,100,0.34,-340,-1.15,19615,39.23
1160,Entry short,2001-08-22 13:45,Short,1476,1,29520,-340,-1.15,100,0.34,-340,-1.15,19615,39.23
1161,Exit long,2001-08-22 19:30,Short,1524,1,29860,620,2.08,630,2.11,0,0.00,20235,40.47
1161,Entry long,2001-08-22 14:15,Long,1493,1,29860,620,2.08,630,2.11,0,0.00,20235,40.47
1162,Exit short,2001-08-23 01:30,Long,1524,1,30480,0,0.00,90,0.30,0,0.00,20235,40.47
1162,Entry short,2001-08-22 19:30,Short,1524,1,30480,0,0.00,90,0.30,0,0.00,20235,40.47
1163,Exit long,2001-08-23 02:15,Short,1520,1,30480,-80,-0.26,0,0.00,-120,-0.39,20155,40.31
1163,Entry long,2001-08-23 01:30,Long,1524,1,30480,-80,-0.26,0,0.00,-120,-0.39,20155,40.31
1164,Exit short,2001-08-23 07:45,Long,1516.5,1,30400,70,0.23,280,0.92,-50,-0.16,20225,40.45
1164,Entry short,2001-08-23 02:15,Short,1520,1,30400,70,0.23,280,0.92,-50,-0.16,20225,40.45
1165,Exit long,2001-08-23 12:15,Short,1528,1,30330,230,0.76,630,2.08,-90,-0.30,20455,40.91
1165,Entry long,2001-08-23 07:45,Long,1516.5,1,30330,230,0.76,630,2.08,-90,-0.30,20455,40.91
1166,Exit short,2001-08-23 18:30,Long,1525,1,30560,60,0.20,540,1.77,-210,-0.69,20515,41.03
1166,Entry short,2001-08-23 12:15,Short,1528,1,30560,60,0.20,540,1.77,-210,-0.69,20515,41.03
1167,Exit long,2001-08-23 20:00,Short,1522,1,30500,-60,-0.20,30,0.10,-70,-0.23,20455,40.91
1167,Entry long,2001-08-23 18:30,Long,1525,1,30500,-60,-0.20,30,0.10,-70,-0.23,20455,40.91
1168,Exit short,2001-08-24 00:30,Long,1521.5,1,30440,10,0.03,130,0.43,-20,-0.07,20465,40.93
1168,Entry short,2001-08-23 20:00,Short,1522,1,30440,10,0.03,130,0.43,-20,-0.07,20465,40.93
1169,Exit long,2001-08-24 04:00,Short,1526.5,1,30430,100,0.33,160,0.53,-20,-0.07,20565,41.13
1169,Entry long,2001-08-24 00:30,Long,1521.5,1,30430,100,0.33,160,0.53,-20,-0.07,20565,41.13
1170,Exit short,2001-08-24 04:30,Long,1532.5,1,30530,-120,-0.39,0,0.00,-130,-0.43,20445,40.89
1170,Entry short,2001-08-24 04:00,Short,1526.5,1,30530,-120,-0.39,0,0.00,-130,-0.43,20445,40.89
1171,Exit long,2001-08-24 07:00,Short,1534,1,30650,30,0.10,140,0.46,-90,-0.29,20475,40.95
1171,Entry long,2001-08-24 04:30,Long,1532.5,1,30650,30,0.10,140,0.46,-90,-0.29,20475,40.95
1172,Exit short,2001-08-24 10:15,Long,1543,1,30680,-180,-0.59,300,0.98,-230,-0.75,20295,40.59
1172,Entry short,2001-08-24 07:00,Short,1534,1,30680,-180,-0.59,300,0.98,-230,-0.75,20295,40.59
1173,Exit long,2001-08-24 14:15,Short,1570.5,1,30860,550,1.78,820,2.66,-20,-0.06,20845,41.69
1173,Entry long,2001-08-24 10:15,Long,1543,1,30860,550,1.78,820,2.66,-20,-0.06,20845,41.69
1174,Exit short,2001-08-24 15:15,Long,1578,1,31410,-150,-0.48,90,0.29,-230,-0.73,20695,41.39
1174,Entry short,2001-08-24 14:15,Short,1570.5,1,31410,-150,-0.48,90,0.29,-230,-0.73,20695,41.39
1175,Exit long,2001-08-26 19:45,Short,1584.5,1,31560,130,0.41,230,0.73,-110,-0.35,20825,41.65
1175,Entry long,2001-08-24 15:15,Long,1578,1,31560,130,0.41,230,0.73,-110,-0.35,20825,41.65
1176,Exit short,2001-08-26 21:30,Long,1588,1,31690,-70,-0.22,70,0.22,-70,-0.22,20755,41.51
1176,Entry short,2001-08-26 19:45,Short,1584.5,1,31690,-70,-0.22,70,0.22,-70,-0.22,20755,41.51
1177,Exit long,2001-08-27 02:15,Short,1583.5,1,31760,-90,-0.28,20,0.06,-90,-0.28,20665,41.33
1177,Entry long,2001-08-26 21:30,Long,1588,1,31760,-90,-0.28,20,0.06,-90,-0.28,20665,41.33
1178,Exit short,2001-08-27 03:15,Long,1585,1,31670,-30,-0.09,10,0.03,-50,-0.16,20635,41.27
1178,Entry short,2001-08-27 02:15,Short,1583.5,1,31670,-30,-0.09,10,0.03,-50,-0.16,20635,41.27
1179,Exit long,2001-08-27 07:00,Short,1589,1,31700,80,0.25,170,0.54,0,0.00,20715,41.43
1179,Entry long,2001-08-27 03:15,Long,1585,1,31700,80,0.25,170,0.54,0,0.00,20715,41.43
1180,Exit short,2001-08-27 13:00,Long,1574,1,31780,300,0.94,530,1.67,-40,-0.13,21015,42.03
1180,Entry short,2001-08-27 07:00,Short,1589,1,31780,300,0.94,530,1.67,-40,-0.13,21015,42.03
1181,Exit long,2001-08-27 16:00,Short,1583.5,1,31480,190,0.60,640,2.03,-30,-0.10,21205,42.41
1181,Entry long,2001-08-27 13:00,Long,1574,1,31480,190,0.60,640,2.03,-30,-0.10,21205,42.41
1182,Exit short,2001-08-27 19:45,Long,1580,1,31670,70,0.22,140,0.44,-10,-0.03,21275,42.55
1182,Entry short,2001-08-27 16:00,Short,1583.5,1,31670,70,0.22,140,0.44,-10,-0.03,21275,42.55
1183,Exit long,2001-08-27 21:30,Short,1575,1,31600,-100,-0.32,0,0.00,-110,-0.35,21175,42.35
1183,Entry long,2001-08-27 19:45,Long,1580,1,31600,-100,-0.32,0,0.00,-110,-0.35,21175,42.35
1184,Exit short,2001-08-28 00:30,Long,1580,1,31500,-100,-0.32,150,0.48,-110,-0.35,21075,42.15
1184,Entry short,2001-08-27 21:30,Short,1575,1,31500,-100,-0.32,150,0.48,-110,-0.35,21075,42.15
1185,Exit long,2001-08-28 02:00,Short,1577,1,31600,-60,-0.19,20,0.06,-60,-0.19,21015,42.03
1185,Entry long,2001-08-28 00:30,Long,1580,1,31600,-60,-0.19,20,0.06,-60,-0.19,21015,42.03
1186,Exit short,2001-08-28 03:45,Long,1581,1,31540,-80,-0.25,20,0.06,-100,-0.32,20935,41.87
1186,Entry short,2001-08-28 02:00,Short,1577,1,31540,-80,-0.25,20,0.06,-100,-0.32,20935,41.87
1187,Exit long,2001-08-28 04:30,Short,1574,1,31620,-140,-0.44,40,0.13,-140,-0.44,20795,41.59
1187,Entry long,2001-08-28 03:45,Long,1581,1,31620,-140,-0.44,40,0.13,-140,-0.44,20795,41.59
1188,Exit short,2001-08-28 06:15,Long,1578.5,1,31480,-90,-0.29,20,0.06,-180,-0.57,20705,41.41
1188,Entry short,2001-08-28 04:30,Short,1574,1,31480,-90,-0.29,20,0.06,-180,-0.57,20705,41.41
1189,Exit long,2001-08-28 07:00,Short,1575,1,31570,-70,-0.22,70,0.22,-70,-0.22,20635,41.27
1189,Entry long,2001-08-28 06:15,Long,1578.5,1,31570,-70,-0.22,70,0.22,-70,-0.22,20635,41.27
1190,Exit short,2001-08-28 09:00,Long,1582.5,1,31500,-150,-0.48,120,0.38,-180,-0.57,20485,40.97
1190,Entry short,2001-08-28 07:00,Short,1575,1,31500,-150,-0.48,120,0.38,-180,-0.57,20485,40.97
1191,Exit long,2001-08-28 09:45,Short,1575.5,1,31650,-140,-0.44,90,0.28,-200,-0.63,20345,40.69
1191,Entry long,2001-08-28 09:00,Long,1582.5,1,31650,-140,-0.44,90,0.28,-200,-0.63,20345,40.69
1192,Exit short,2001-08-28 13:15,Long,1557.5,1,31510,360,1.14,690,2.19,0,0.00,20705,41.41
1192,Entry short,2001-08-28 09:45,Short,1575.5,1,31510,360,1.14,690,2.19,0,0.00,20705,41.41
1193,Exit long,2001-08-28 15:00,Short,1538.5,1,31150,-380,-1.22,150,0.48,-560,-1.80,20325,40.65
1193,Entry long,2001-08-28 13:15,Long,1557.5,1,31150,-380,-1.22,150,0.48,-560,-1.80,20325,40.65
1194,Exit short,2001-08-28 20:15,Long,1532.5,1,30770,120,0.39,180,0.58,-70,-0.23,20445,40.89
1194,Entry short,2001-08-28 15:00,Short,1538.5,1,30770,120,0.39,180,0.58,-70,-0.23,20445,40.89
1195,Exit long,2001-08-28 22:30,Short,1531.5,1,30650,-20,-0.07,20,0.07,-40,-0.13,20425,40.85
1195,Entry long,2001-08-28 20:15,Long,1532.5,1,30650,-20,-0.07,20,0.07,-40,-0.13,20425,40.85
1196,Exit short,2001-08-29 02:00,Long,1538,1,30630,-130,-0.42,40,0.13,-130,-0.42,20295,40.59
1196,Entry short,2001-08-28 22:30,Short,1531.5,1,30630,-130,-0.42,40,0.13,-130,-0.42,20295,40.59
1197,Exit long,2001-08-29 03:30,Short,1533,1,30760,-100,-0.33,100,0.33,-120,-0.39,20195,40.39
1197,Entry long,2001-08-29 02:00,Long,1538,1,30760,-100,-0.33,100,0.33,-120,-0.39,20195,40.39
1198,Exit short,2001-08-29 09:15,Long,1543,1,30660,-200,-0.65,280,0.91,-240,-0.78,19995,39.99
1198,Entry short,2001-08-29 03:30,Short,1533,1,30660,-200,-0.65,280,0.91,-240,-0.78,19995,39.99
1199,Exit long,2001-08-29 09:45,Short,1523,1,30860,-400,-1.30,90,0.29,-420,-1.36,19595,39.19
1199,Entry long,2001-08-29 09:15,Long,1543,1,30860,-400,-1.30,90,0.29,-420,-1.36,19595,39.19
1200,Exit short,2001-08-29 20:30,Long,1501,1,30460,440,1.44,600,1.97,-20,-0.07,20035,40.07
1200,Entry short,2001-08-29 09:45,Short,1523,1,30460,440,1.44,600,1.97,-20,-0.07,20035,40.07
1201,Exit long,2001-08-29 21:15,Short,1498,1,30020,-60,-0.20,20,0.07,-60,-0.20,19975,39.95
1201,Entry long,2001-08-29 20:30,Long,1501,1,30020,-60,-0.20,20,0.07,-60,-0.20,19975,39.95
1202,Exit short,2001-08-30 00:30,Long,1504,1,29960,-120,-0.40,20,0.07,-130,-0.43,19855,39.71
1202,Entry short,2001-08-29 21:15,Short,1498,1,29960,-120,-0.40,20,0.07,-130,-0.43,19855,39.71
1203,Exit long,2001-08-30 02:00,Short,1500,1,30080,-80,-0.27,20,0.07,-80,-0.27,19775,39.55
1203,Entry long,2001-08-30 00:30,Long,1504,1,30080,-80,-0.27,20,0.07,-80,-0.27,19775,39.55
1204,Exit short,2001-08-30 04:00,Long,1505,1,30000,-100,-0.33,10,0.03,-110,-0.37,19675,39.35
1204,Entry short,2001-08-30 02:00,Short,1500,1,30000,-100,-0.33,10,0.03,-110,-0.37,19675,39.35
1205,Exit long,2001-08-30 04:45,Short,1501.5,1,30100,-70,-0.23,0,0.00,-70,-0.23,19605,39.21
1205,Entry long,2001-08-30 04:00,Long,1505,1,30100,-70,-0.23,0,0.00,-70,-0.23,19605,39.21
1206,Exit short,2001-08-30 16:00,Long,1454.5,1,30030,940,3.13,1220,4.06,-40,-0.13,20545,41.09
1206,Entry short,2001-08-30 04:45,Short,1501.5,1,30030,940,3.13,1220,4.06,-40,-0.13,20545,41.09
1207,Exit long,2001-08-30 18:45,Short,1456,1,29090,30,0.10,60,0.21,0,0.00,20575,41.15
1207,Entry long,2001-08-30 16:00,Long,1454.5,1,29090,30,0.10,60,0.21,0,0.00,20575,41.15
1208,Exit short,2001-08-31 00:30,Long,1445,1,29120,220,0.76,380,1.30,-10,-0.03,20795,41.59
1208,Entry short,2001-08-30 18:45,Short,1456,1,29120,220,0.76,380,1.30,-10,-0.03,20795,41.59
1209,Exit long,2001-08-31 05:15,Short,1450,1,28900,100,0.35,200,0.69,-20,-0.07,20895,41.79
1209,Entry long,2001-08-31 00:30,Long,1445,1,28900,100,0.35,200,0.69,-20,-0.07,20895,41.79
1210,Exit short,2001-08-31 08:15,Long,1453,1,29000,-60,-0.21,120,0.41,-150,-0.52,20835,41.67
1210,Entry short,2001-08-31 05:15,Short,1450,1,29000,-60,-0.21,120,0.41,-150,-0.52,20835,41.67
1211,Exit long,2001-08-31 09:15,Short,1448.5,1,29060,-90,-0.31,60,0.21,-110,-0.38,20745,41.49
1211,Entry long,2001-08-31 08:15,Long,1453,1,29060,-90,-0.31,60,0.21,-110,-0.38,20745,41.49
1212,Exit short,2001-08-31 10:00,Short X,1469.25,1,28970,-415,-1.43,80,0.28,-415,-1.43,20330,40.66
1212,Entry short,2001-08-31 09:15,Short,1448.5,1,28970,-415,-1.43,80,0.28,-415,-1.43,20330,40.66
1213,Exit long,2001-08-31 11:00,Short,1462.5,1,29530,-280,-0.95,70,0.24,-290,-0.98,20050,40.10
1213,Entry long,2001-08-31 10:15,Long,1476.5,1,29530,-280,-0.95,70,0.24,-290,-0.98,20050,40.10
1214,Exit short,2001-08-31 13:00,Long,1471,1,29250,-170,-0.58,220,0.75,-210,-0.72,19880,39.76
1214,Entry short,2001-08-31 11:00,Short,1462.5,1,29250,-170,-0.58,220,0.75,-210,-0.72,19880,39.76
1215,Exit long,2001-08-31 14:30,Short,1469.5,1,29420,-30,-0.10,150,0.51,-90,-0.31,19850,39.70
1215,Entry long,2001-08-31 13:00,Long,1471,1,29420,-30,-0.10,150,0.51,-90,-0.31,19850,39.70
1216,Exit short,2001-08-31 16:15,Long,1472.5,1,29390,-60,-0.20,180,0.61,-110,-0.37,19790,39.58
1216,Entry short,2001-08-31 14:30,Short,1469.5,1,29390,-60,-0.20,180,0.61,-110,-0.37,19790,39.58
1217,Exit long,2001-09-02 20:00,Short,1474.5,1,29450,40,0.14,150,0.51,0,0.00,19830,39.66
1217,Entry long,2001-08-31 16:15,Long,1472.5,1,29450,40,0.14,150,0.51,0,0.00,19830,39.66
1218,Exit short,2001-09-03 08:00,Long,1456,1,29490,370,1.25,430,1.46,-30,-0.10,20200,40.40
1218,Entry short,2001-09-02 20:00,Short,1474.5,1,29490,370,1.25,430,1.46,-30,-0.10,20200,40.40
1219,Exit long,2001-09-03 09:15,Short,1454,1,29120,-40,-0.14,40,0.14,-110,-0.38,20160,40.32
1219,Entry long,2001-09-03 08:00,Long,1456,1,29120,-40,-0.14,40,0.14,-110,-0.38,20160,40.32
1220,Exit short,2001-09-03 11:00,Long,1458.5,1,29080,-90,-0.31,60,0.21,-90,-0.31,20070,40.14
1220,Entry short,2001-09-03 09:15,Short,1454,1,29080,-90,-0.31,60,0.21,-90,-0.31,20070,40.14
1221,Exit long,2001-09-03 20:30,Short,1460.5,1,29170,40,0.14,130,0.45,-10,-0.03,20110,40.22
1221,Entry long,2001-09-03 11:00,Long,1458.5,1,29170,40,0.14,130,0.45,-10,-0.03,20110,40.22
1222,Exit short,2001-09-03 22:30,Long,1461.5,1,29210,-20,-0.07,60,0.21,-60,-0.21,20090,40.18
1222,Entry short,2001-09-03 20:30,Short,1460.5,1,29210,-20,-0.07,60,0.21,-60,-0.21,20090,40.18
1223,Exit long,2001-09-04 05:00,Short,1493.5,1,29230,640,2.19,1170,4.00,-90,-0.31,20730,41.46
1223,Entry long,2001-09-03 22:30,Long,1461.5,1,29230,640,2.19,1170,4.00,-90,-0.31,20730,41.46
1224,Exit short,2001-09-04 11:30,Long,1486,1,29870,150,0.50,830,2.78,-530,-1.77,20880,41.76
1224,Entry short,2001-09-04 05:00,Short,1493.5,1,29870,150,0.50,830,2.78,-530,-1.77,20880,41.76
1225,Exit long,2001-09-04 14:45,Short,1484.5,1,29720,-30,-0.10,430,1.45,-180,-0.61,20850,41.70
1225,Entry long,2001-09-04 11:30,Long,1486,1,29720,-30,-0.10,430,1.45,-180,-0.61,20850,41.70
1226,Exit short,2001-09-04 19:15,Long,1418,1,29690,1330,4.48,1380,4.65,0,0.00,22180,44.36
1226,Entry short,2001-09-04 14:45,Short,1484.5,1,29690,1330,4.48,1380,4.65,0,0.00,22180,44.36
1227,Exit long,2001-09-05 01:00,Short,1421,1,28360,60,0.21,150,0.53,-20,-0.07,22240,44.48
1227,Entry long,2001-09-04 19:15,Long,1418,1,28360,60,0.21,150,0.53,-20,-0.07,22240,44.48
1228,Exit short,2001-09-05 01:45,Long,1426,1,28420,-100,-0.35,30,0.11,-100,-0.35,22140,44.28
1228,Entry short,2001-09-05 01:00,Short,1421,1,28420,-100,-0.35,30,0.11,-100,-0.35,22140,44.28
1229,Exit long,2001-09-05 03:15,Short,1419,1,28520,-140,-0.49,70,0.25,-200,-0.70,22000,44.00
1229,Entry long,2001-09-05 01:45,Long,1426,1,28520,-140,-0.49,70,0.25,-200,-0.70,22000,44.00
1230,Exit short,2001-09-05 03:45,Long,1430,1,28380,-220,-0.78,0,0.00,-240,-0.85,21780,43.56
1230,Entry short,2001-09-05 03:15,Short,1419,1,28380,-220,-0.78,0,0.00,-240,-0.85,21780,43.56
1231,Exit long,2001-09-05 05:30,Short,1426.5,1,28600,-70,-0.24,50,0.17,-100,-0.35,21710,43.42
1231,Entry long,2001-09-05 03:45,Long,1430,1,28600,-70,-0.24,50,0.17,-100,-0.35,21710,43.42
1232,Exit short,2001-09-05 08:15,Long,1429,1,28530,-50,-0.18,260,0.91,-50,-0.18,21660,43.32
1232,Entry short,2001-09-05 05:30,Short,1426.5,1,28530,-50,-0.18,260,0.91,-50,-0.18,21660,43.32
1233,Exit long,2001-09-05 12:30,Short,1399.5,1,28580,-590,-2.06,300,1.05,-670,-2.34,21070,42.14
1233,Entry long,2001-09-05 08:15,Long,1429,1,28580,-590,-2.06,300,1.05,-670,-2.34,21070,42.14
1234,Exit short,2001-09-05 14:30,Long,1420.5,1,27990,-420,-1.50,560,2.00,-420,-1.50,20650,41.30
1234,Entry short,2001-09-05 12:30,Short,1399.5,1,27990,-420,-1.50,560,2.00,-420,-1.50,20650,41.30
1235,Exit long,2001-09-05 18:45,Short,1420,1,28410,-10,-0.04,390,1.37,-360,-1.27,20640,41.28
1235,Entry long,2001-09-05 14:30,Long,1420.5,1,28410,-10,-0.04,390,1.37,-360,-1.27,20640,41.28
1236,Exit short,2001-09-05 21:00,Long,1425,1,28400,-100,-0.35,30,0.11,-100,-0.35,20540,41.08
1236,Entry short,2001-09-05 18:45,Short,1420,1,28400,-100,-0.35,30,0.11,-100,-0.35,20540,41.08
1237,Exit long,2001-09-06 00:30,Short,1423,1,28500,-40,-0.14,100,0.35,-60,-0.21,20500,41.00
1237,Entry long,2001-09-05 21:00,Long,1425,1,28500,-40,-0.14,100,0.35,-60,-0.21,20500,41.00
1238,Exit short,2001-09-06 01:30,Long,1428.5,1,28460,-110,-0.39,0,0.00,-130,-0.46,20390,40.78
1238,Entry short,2001-09-06 00:30,Short,1423,1,28460,-110,-0.39,0,0.00,-130,-0.46,20390,40.78
1239,Exit long,2001-09-06 04:00,Long X,1415.5,1,28570,-260,-0.91,50,0.18,-260,-0.91,20130,40.26
1239,Entry long,2001-09-06 01:30,Long,1428.5,1,28570,-260,-0.91,50,0.18,-260,-0.91,20130,40.26
1240,Exit short,2001-09-06 07:00,Long,1407.5,1,28300,150,0.53,360,1.27,-20,-0.07,20280,40.56
1240,Entry short,2001-09-06 04:00,Short,1415,1,28300,150,0.53,360,1.27,-20,-0.07,20280,40.56
1241,Exit long,2001-09-06 07:30,Short,1402.5,1,28150,-100,-0.36,10,0.04,-140,-0.50,20180,40.36
1241,Entry long,2001-09-06 07:00,Long,1407.5,1,28150,-100,-0.36,10,0.04,-140,-0.50,20180,40.36
1242,Exit short,2001-09-06 18:30,Long,1382,1,28050,410,1.46,910,3.24,-480,-1.71,20590,41.18
1242,Entry short,2001-09-06 07:30,Short,1402.5,1,28050,410,1.46,910,3.24,-480,-1.71,20590,41.18
1243,Exit long,2001-09-06 20:00,Short,1377.5,1,27640,-90,-0.33,0,0.00,-160,-0.58,20500,41.00
1243,Entry long,2001-09-06 18:30,Long,1382,1,27640,-90,-0.33,0,0.00,-160,-0.58,20500,41.00
1244,Exit short,2001-09-07 02:30,Long,1378,1,27550,-10,-0.04,50,0.18,-40,-0.15,20490,40.98
